id,created_at,birthdate,gender,city,state,profile_completed
15888,2018-07-17 13:02:58,1985-02-13,F,Medellín,Antioquia,49.0
16191,2018-07-25 15:56:32,1998-12-16,F,Bogotá D.C.,,66.0
16559,2018-08-08 10:43:45,1980-02-25,M,Medellín,Antioquia,57.0
16651,2018-08-08 18:07:39,1993-03-02,M,Medellín,Antioquia,72.0
17010,2018-08-08 21:58:27,1992-11-06,M,Medellín,Antioquia,100.0
17085,2018-08-09 15:18:58,1997-06-13,,Bogotá D.C.,Cundinamarca,79.0
17155,2018-08-11 10:30:49,1992-09-27,,Medellín,Antioquia,96.0
17159,2018-08-11 14:11:56,1996-05-14,F,Medellín,Antioquia,50.0
17168,2018-08-12 12:54:43,1994-06-16,M,Medellín,Antioquia,95.0
17175,2018-08-12 19:27:29,1975-05-16,M,Medellín,Antioquia,64.0
17182,2018-08-13 08:41:40,1991-08-30,F,Medellín,Antioquia,44.0
17302,2018-08-15 15:24:54,1996-11-03,F,Piedecuesta,Santander,61.0
17409,2018-08-17 18:33:08,1985-07-03,M,Medellín,Antioquia,53.0
17441,2018-08-17 18:34:02,1992-10-15,M,Medellín,Antioquia,100.0
17479,2018-08-21 00:07:10,1998-10-20,M,Bucaramanga,Santander,37.0
17630,2018-08-27 20:09:25,1998-01-24,M,Bucaramanga,Santander,52.0
17994,2018-09-12 11:43:01,1977-05-07,F,Puebla,Puebla,48.0
18566,2018-09-24 19:30:42,2000-02-13,M,Medellín,Antioquia,64.0
18824,2018-10-08 14:03:57,1991-08-31,,Itagui,Antioquia,85.0
18952,2018-10-08 14:04:09,1996-05-04,M,Pasto,Nariño,100.0
19025,2018-10-08 14:04:15,1993-06-15,M,Medellín,Antioquia,48.0
19410,2018-10-08 14:05:42,1993-02-08,F,Medellín,Antioquia,93.0
19600,2018-10-08 14:07:05,1987-11-17,M,Medellín,Antioquia,74.0
19722,2018-10-08 14:07:17,1976-08-30,M,Medellín,Antioquia,93.0
19814,2018-10-08 14:07:25,1989-11-17,F,Medellín,Antioquia,37.0
20587,2018-10-11 21:16:52,1994-10-25,F,Medellín,Antioquia,99.0
21039,2018-10-11 21:19:14,1989-03-18,F,Medellín,Antioquia,37.0
21581,2018-10-11 21:20:20,1988-03-19,F,Medellín,Antioquia,100.0
21709,2018-10-11 21:20:49,1991-01-29,M,La Estrella,Antioquia,99.0
22086,2018-10-18 10:04:32,1983-03-08,M,Bogotá,Cundinamarca,99.0
22163,2018-10-18 16:23:28,1982-05-17,M,Medellín,Antioquia,70.0
22421,2018-10-28 18:50:57,1995-03-03,M,Cali,Valle del Cauca,26.0
22538,2018-11-09 13:08:43,1994-04-11,M,Bogotá D.C.,,60.0
22616,2018-11-13 22:21:28,1987-04-23,M,Madrid,Cundinamarca,69.0
22721,2018-12-03 13:43:07,1990-08-27,M,Bogotá D.C.,,100.0
22814,2018-12-11 21:05:08,1993-10-02,F,Medellín,Antioquia,100.0
22994,2019-01-22 09:33:17,1993-10-02,F,Medellín,Antioquia,19.0
23583,2019-03-15 18:01:43,1997-01-30,M,Marinilla,Antioquia,98.0
23618,2019-03-18 15:57:27,1995-08-07,M,Medellín,Antioquia,100.0
23801,2019-04-02 14:13:05,1957-03-24,M,Distrito Federal,Distrito Federal,60.0
23825,2019-04-10 16:57:08,1985-06-27,M,Medellín,Antioquia,59.0
24048,2019-06-11 14:58:50,1998-10-14,M,Medellín,Antioquia,94.0
24096,2019-06-13 15:50:46,1999-08-20,F,Medellín,Antioquia,100.0
24166,2019-06-16 19:15:23,1997-08-19,F,Medellín,Antioquia,91.0
24186,2019-06-18 07:33:22,1992-06-27,F,Medellín,Antioquia,64.0
24218,2019-06-21 09:32:11,1996-12-05,F,Medellín,Antioquia,92.0
24308,2019-06-27 10:40:37,,M,Medellín,Antioquia,100.0
24328,2019-06-27 12:35:22,2001-05-09,F,Medellín,Antioquia,98.0
24360,2019-06-27 15:44:10,1995-11-11,M,Medellín,Antioquia,44.0
24377,2019-06-27 17:20:34,2000-10-05,M,La Ceja,Antioquia,100.0
24439,2019-06-28 13:16:44,1992-11-17,F,Envigado,Antioquia,100.0
24501,2019-06-28 20:56:45,1983-06-20,M,Pasto,Nariño,100.0
24658,2019-07-01 12:50:33,1999-06-25,M,Montería,Cordoba,83.0
24785,2019-07-01 23:32:24,1998-03-02,F,Bogotá D.C.,Cundinamarca,100.0
24787,2019-07-01 23:36:38,1994-10-09,M,Villeta,Cundinamarca,80.0
24799,2019-07-02 05:37:17,1995-02-26,F,Barranquilla,Atlantico,97.0
24819,2019-07-02 08:41:58,1997-10-08,M,Bogotá D.C.,,69.0
24859,2019-07-02 10:45:45,2003-01-19,M,Girardot,Cundinamarca,86.0
24886,2019-07-02 12:03:10,1994-03-23,M,Medellín,Antioquia,81.0
24922,2019-07-02 13:31:51,1995-10-25,,Bogotá,Cundinamarca,96.0
24960,2019-07-02 14:34:58,1984-09-17,M,Medellín,Antioquia,98.0
24994,2019-07-02 15:38:48,1991-12-21,M,Medellín,Antioquia,100.0
25007,2019-07-02 16:19:36,1993-12-23,M,Medellín,Antioquia,100.0
25179,2019-07-03 08:14:52,1984-10-10,M,Bogotá D.C.,,45.0
25232,2019-07-03 11:57:33,1976-04-20,F,Envigado,Antioquia,61.0
25238,2019-07-03 12:07:46,1993-11-19,M,Medellín,Antioquia,98.0
25278,2019-07-03 12:55:35,1989-10-24,M,Bogotá D.C.,Cundinamarca,99.0
25326,2019-07-03 14:27:27,1990-07-12,M,Bogotá,Cundinamarca,97.0
25347,2019-07-03 15:13:51,1992-02-15,M,Medellín,Antioquia,89.0
25354,2019-07-03 15:21:36,1981-07-08,M,Medellín,Antioquia,61.0
25396,2019-07-03 17:15:11,,F,Medellín,Antioquia,84.0
25399,2019-07-03 17:20:57,1985-03-28,M,Bogotá D.C.,Cundinamarca,100.0
25415,2019-07-03 18:56:29,1993-01-07,F,Medellín,Antioquia,93.0
25447,2019-07-03 21:07:01,1994-07-23,M,Medellín,Antioquia,88.0
25471,2019-07-03 22:47:20,1990-10-01,M,Bogotá D.C.,,82.0
25515,2019-07-04 07:40:01,1981-01-12,M,Ibagué,Tolima,63.0
25529,2019-07-04 08:12:26,1993-06-27,M,Medellin,Antioquia,94.0
25644,2019-07-04 13:05:04,1981-11-11,M,Itagui,Antioquia,95.0
25651,2019-07-04 13:25:17,1992-09-15,M,Medellín,Antioquia,99.0
25700,2019-07-04 15:38:06,1985-09-28,M,Envigado,Antioquia,100.0
25721,2019-07-04 17:16:42,1999-05-16,F,Medellín,Antioquia,94.0
25766,2019-07-04 19:56:58,1979-03-16,M,Medellín,Antioquia,86.0
25795,2019-07-04 21:28:59,1991-12-01,M,Alpujarra,Amazonas,62.0
25866,2019-07-05 05:27:22,1996-04-26,F,Armenia,Quindio,78.0
25868,2019-07-05 06:02:48,1997-10-27,F,Yondo,Antioquia,97.0
25903,2019-07-05 08:47:36,1983-07-25,F,Bogotá D.C.,Cundinamarca,86.0
25986,2019-07-05 15:53:09,1983-07-23,M,Medellín,Antioquia,85.0
26006,2019-07-05 16:57:03,1996-08-21,M,cartagena,Bolivar,100.0
26160,2019-07-08 09:56:59,1987-03-21,M,Medellín,Antioquia,80.0
26189,2019-07-08 11:37:37,1976-10-19,M,Bogotá D.C.,Cundinamarca,100.0
26442,2019-07-09 15:05:06,1984-11-06,M,Medellín,Antioquia,78.0
26480,2019-07-09 18:29:27,1977-11-09,M,Medellín,Antioquia,95.0
26502,2019-07-09 20:21:43,2001-01-25,M,Bogotá D.C.,Cundinamarca,58.0
26518,2019-07-09 22:33:55,1997-03-29,,Bogotá D.C.,Cundinamarca,99.0
26532,2019-07-10 06:40:20,1995-08-21,F,Medellin,Antioquia,96.0
26677,2019-07-10 20:03:37,1994-11-22,F,Bogotá,Cundinamarca,50.0
26734,2019-07-10 22:34:21,1979-07-27,F,Bogotá,Cundinamarca,48.0
26737,2019-07-10 22:40:15,1994-11-30,M,Barranquilla,Atlantico,94.0
26739,2019-07-10 22:43:42,1994-08-22,F,Barranquilla,Atlantico,37.0
26747,2019-07-10 22:56:33,1998-04-22,F,Bogotá,Cundinamarca,93.0
26831,2019-07-11 06:10:57,1995-01-20,F,Medellín,Antioquia,47.0
26885,2019-07-11 08:55:27,1997-11-17,M,Medellín,Antioquia,61.0
26897,2019-07-11 09:09:42,1986-07-04,F,Guarne,Antioquia,100.0
26930,2019-07-11 09:55:02,1999-09-01,,Bogotá D.C.,,68.0
27050,2019-07-11 14:30:11,1986-01-09,M,Medellín,Antioquia,72.0
27225,2019-07-11 20:45:22,1989-08-14,F,Soledad,Atlantico,83.0
27283,2019-07-12 00:03:11,1996-02-24,M,Palmira,Valle del Cauca,100.0
27590,2019-07-12 14:47:23,1989-05-24,M,popayán,Cauca,100.0
27617,2019-07-12 15:58:22,1999-03-01,M,Bello,Antioquia,59.0
27750,2019-07-12 19:16:44,1997-09-13,M,Bogotá D.C.,Cundinamarca,93.0
27858,2019-07-12 22:44:22,1994-09-24,M,Bogotá D.C.,Cundinamarca,41.0
27893,2019-07-13 00:26:06,2000-09-05,F,Bogotá,Cundinamarca,95.0
28029,2019-07-13 13:09:12,1984-01-03,M,Medellín,Antioquia,59.0
28047,2019-07-13 13:43:39,1992-10-04,M,San Juan de Pasto,Nariño,80.0
28135,2019-07-13 17:51:23,1987-03-06,M,Bogotá,Cundinamarca,100.0
28158,2019-07-13 18:54:24,1990-08-19,M,Bogotá,Cundinamarca,98.0
28164,2019-07-13 19:10:02,1993-05-22,,Bogotá D.C.,Cundinamarca,58.0
28175,2019-07-13 19:36:25,1975-09-26,M,Cali,Valle del Cauca,100.0
28191,2019-07-13 20:07:35,1983-07-29,M,Medellín,Antioquia,96.0
28244,2019-07-14 06:19:02,1993-07-20,M,Tuquerres,Norte de Santander,59.0
28283,2019-07-14 11:38:56,1993-03-05,M,Medellín,Antioquia,60.0
28304,2019-07-14 16:09:26,1990-10-26,M,Cartagena,Bolivar,45.0
28375,2019-07-14 22:45:34,1983-03-07,F,Cali,Valle del Cauca,100.0
28376,2019-07-14 22:46:40,1984-06-28,M,Sabaneta,Antioquia,53.0
28423,2019-07-15 10:12:25,1993-01-24,F,Cartagena,Bolivar,62.0
28428,2019-07-15 10:28:38,1992-10-18,F,Barranquilla,Atlantico,99.0
28432,2019-07-15 10:36:42,1995-09-23,F,Medellín,Antioquia,87.0
28439,2019-07-15 11:09:37,1984-08-06,M,Medellín,Antioquia,49.0
28449,2019-07-15 11:54:04,1998-07-02,M,Bucaramanga,Santander,95.0
28546,2019-07-15 15:44:31,1996-03-02,M,Yarumal,Antioquia,42.0
28673,2019-07-15 19:45:43,1992-03-31,M,Armenia,Quindio,100.0
28675,2019-07-15 19:47:08,1990-12-24,M,Medellin,Antioquia,77.0
28730,2019-07-15 21:13:53,1997-06-18,M,Soledad,Atlantico,99.0
28979,2019-07-16 14:07:18,1993-11-09,M,Bogotá,Cundinamarca,99.0
29089,2019-07-16 16:10:31,1997-09-12,F,Barranquilla,Atlantico,84.0
29110,2019-07-16 16:33:15,1985-12-21,M,Cogua,Cundinamarca,100.0
29190,2019-07-16 17:45:06,1994-01-12,F,Bucaramanga,Santander,97.0
29266,2019-07-16 19:13:06,1996-05-27,M,Bogotá,Cundinamarca,34.0
29298,2019-07-16 19:55:34,1998-01-31,F,Bogotá D.C.,,98.0
29321,2019-07-16 20:25:30,1993-09-08,M,Ibagué,Tolima,83.0
29383,2019-07-16 21:15:47,1991-09-13,F,La Ceja,Antioquia,64.0
29712,2019-07-17 08:10:26,1996-02-21,M,Bogotá,Cundinamarca,100.0
29751,2019-07-17 08:45:57,1992-10-10,F,Manizales,Caldas,80.0
29940,2019-07-17 12:10:33,1986-03-14,F,Medellín,Antioquia,100.0
30154,2019-07-17 15:18:16,1985-10-06,F,Medellín,Antioquia,64.0
30267,2019-07-17 17:35:13,2001-03-10,M,Villa Rica,Cauca,37.0
30717,2019-07-18 10:21:51,1996-10-30,M,Bogotá D.C.,Cundinamarca,100.0
30766,2019-07-18 12:08:05,1980-04-11,F,Medellín,Antioquia,100.0
30836,2019-07-18 15:49:00,1998-07-28,F,Bogotá,Cundinamarca,88.0
30906,2019-07-18 19:24:22,2000-10-08,M,Bogotá,Cundinamarca,85.0
31333,2019-07-19 15:11:46,1984-10-14,F,Villagorgona,Valle del Cauca,97.0
31562,2019-07-20 00:11:01,1989-03-29,M,Medellín,Antioquia,92.0
31664,2019-07-20 09:01:27,1981-02-10,M,Medellín,Antioquia,50.0
31710,2019-07-20 10:38:20,1991-05-21,F,Pereira,Risaralda,84.0
31830,2019-07-20 16:28:37,,,,,49.0
31860,2019-07-20 18:10:03,1975-08-30,F,Popayán,Cauca,95.0
31874,2019-07-20 19:14:38,1999-02-23,M,Bogotá,Cundinamarca,37.0
32000,2019-07-21 13:21:46,1996-08-30,F,Medellín,Antioquia,92.0
32057,2019-07-21 17:40:55,1989-04-14,F,Medellín,Antioquia,100.0
32212,2019-07-22 09:12:18,1993-11-17,M,Medellín,Antioquia,72.0
32298,2019-07-22 11:41:09,1984-07-01,M,Medellín,Antioquia,95.0
32874,2019-07-23 16:53:29,1993-05-08,M,Bogotá,Cundinamarca,48.0
32884,2019-07-23 17:09:53,1990-07-31,M,Barranquilla,Atlantico,100.0
32947,2019-07-23 19:02:12,2000-12-29,M,Bogotá D.C.,Cundinamarca,91.0
33103,2019-07-23 23:45:26,1994-09-22,F,Sabaneta,Antioquia,91.0
33187,2019-07-24 08:14:35,1995-11-13,F,Bogotá,Cundinamarca,94.0
33297,2019-07-24 11:15:24,1986-03-16,M,Medellín,Antioquia,66.0
33301,2019-07-24 11:18:42,1998-06-04,M,Bucaramanga,Santander,52.0
33509,2019-07-24 18:27:35,1989-03-18,M,Barranquilla,Atlantico,49.0
33626,2019-07-24 22:54:06,1991-07-08,M,Envigado,Antioquia,37.0
33811,2019-07-25 10:20:43,1987-02-28,M,Medellín,Antioquia,96.0
33908,2019-07-25 12:25:30,1998-01-31,F,Medellín,Antioquia,100.0
34005,2019-07-25 16:44:38,1996-01-24,M,Sabaneta,Antioquia,37.0
34042,2019-07-25 18:52:30,1997-04-01,M,Medellin,Antioquia,71.0
34141,2019-07-26 00:08:12,1985-12-07,F,Guadalajara de Buga,Valle del Cauca,99.0
34193,2019-07-26 07:52:09,1967-10-10,M,Bogotá,Cundinamarca,100.0
34247,2019-07-26 11:13:59,1994-09-22,,Itaguí,Antioquia,95.0
34274,2019-07-26 13:10:43,1986-01-09,M,Medellín,Antioquia,78.0
34415,2019-07-26 18:59:56,1984-12-28,F,Bogotá D.C.,,93.0
34583,2019-07-27 03:05:36,1984-04-28,F,Itagui,Antioquia,96.0
34628,2019-07-27 08:36:02,1973-01-29,F,Bogotá,Cundinamarca,97.0
34677,2019-07-27 10:53:46,1994-05-22,M,Bogotá D.C.,Cundinamarca,73.0
34822,2019-07-27 15:10:17,1990-12-16,M,Medellín,Antioquia,99.0
34839,2019-07-27 15:24:50,1991-08-19,F,Sabaneta,Antioquia,91.0
34887,2019-07-27 16:48:23,1974-08-22,F,Bogotá D.C.,,92.0
34897,2019-07-27 17:14:52,1989-03-26,F,Sabaneta,Antioquia,99.0
34973,2019-07-27 19:50:11,1986-10-14,F,Bogotá D.C.,,95.0
34996,2019-07-27 20:42:02,1988-10-15,M,Medellín,Antioquia,67.0
35036,2019-07-27 22:10:16,1988-05-15,M,Barranquilla,Atlantico,61.0
35180,2019-07-28 13:01:46,1981-05-09,F,Medellín,Antioquia,64.0
35181,2019-07-28 13:02:26,1991-08-16,M,Bogotá,Cundinamarca,37.0
35203,2019-07-28 15:02:36,1991-09-03,M,Rionegro -Antioquia,,100.0
35322,2019-07-29 06:11:33,1979-07-04,F,Medellin,Antioquia,100.0
35385,2019-07-29 13:16:39,1993-06-16,M,La estrella,Antioquia,73.0
35407,2019-07-29 15:16:50,1990-04-08,,Rionegro,Antioquia,100.0
35458,2019-07-29 19:27:02,1991-04-04,F,envigado,Antioquia,64.0
35508,2019-07-29 22:43:23,1972-11-28,M,Medellín,Antioquia,49.0
35604,2019-07-30 09:33:24,1973-04-22,F,Medellin,Antioquia,100.0
35665,2019-07-30 12:51:29,1988-11-19,F,Bogotá,Cundinamarca,73.0
35765,2019-07-30 17:05:46,1990-07-07,M,Medellin,Antioquia,97.0
35818,2019-07-30 19:48:07,1989-09-08,M,Envigado,Antioquia,100.0
35984,2019-07-31 09:29:52,1954-07-24,M,Bogotá D.C.,Cundinamarca,100.0
36139,2019-07-31 13:15:22,1977-09-06,M,Girardota,Antioquia,100.0
36443,2019-07-31 17:43:59,1997-06-09,M,Tunja,Boyaca,100.0
36588,2019-07-31 20:21:18,1995-01-04,M,Villavicencio,Meta,37.0
36627,2019-07-31 21:03:35,1992-06-23,F,Monteria,Cordoba,68.0
36632,2019-07-31 21:10:09,1994-03-22,M,Armenia,Quindio,90.0
36714,2019-08-01 08:39:39,1994-08-18,M,Bogotá,Cundinamarca,100.0
36806,2019-08-01 15:34:05,1988-06-12,F,Bogotá D.C.,Cundinamarca,100.0
36825,2019-08-01 16:41:47,1990-10-29,F,Bogotá D.C.,,64.0
37083,2019-08-01 21:04:24,1997-12-22,M,Bucaramanga,Santander,37.0
37102,2019-08-01 21:20:49,1987-06-27,M,Bogotá,Cundinamarca,100.0
37119,2019-08-01 21:32:52,1996-03-29,F,Cali,Valle del Cauca,100.0
37317,2019-08-02 02:35:05,1984-07-07,M,Sabaneta,Antioquia,96.0
37700,2019-08-02 17:09:44,1970-01-11,M,Bogotá D.C.,,69.0
37701,2019-08-02 17:10:43,1975-11-26,M,Medellín,Antioquia,98.0
37704,2019-08-02 17:14:01,1994-10-03,M,"Envigado, Antioquia",,100.0
37833,2019-08-03 00:05:13,1994-03-13,M,Envigado,Antioquia,100.0
37904,2019-08-03 15:20:24,1993-01-01,F,Envigado,Antioquia,100.0
37908,2019-08-03 15:49:04,1995-09-16,M,Barranquilla,Atlantico,37.0
37913,2019-08-03 16:47:54,1984-04-21,F,Medellín,Antioquia,94.0
37930,2019-08-03 22:39:22,1991-12-20,M,Medellin,Antioquia,100.0
37940,2019-08-04 08:27:58,1991-07-24,M,Bogotá D.C.,Bogota,100.0
38049,2019-08-05 08:31:27,1996-08-03,F,Bogotá D.C.,,49.0
38059,2019-08-05 09:34:16,1992-09-27,M,Rionegro,Antioquia,98.0
38078,2019-08-05 10:55:43,1988-09-28,F,Medellín,Antioquia,93.0
38123,2019-08-05 14:26:05,1981-12-15,M,Bogotá,Cundinamarca,97.0
38213,2019-08-06 14:14:49,1986-04-07,M,Envigado,Antioquia,47.0
38230,2019-08-06 20:58:28,1991-02-24,M,Medellin,Antioquia,48.0
38253,2019-08-08 09:26:44,1997-06-25,,Barbosa,Santander,97.0
38273,2019-08-08 15:56:37,1998-03-10,M,Medellín,Antioquia,86.0
38292,2019-08-08 22:47:53,1991-12-25,M,Cali,Valle del Cauca,97.0
38301,2019-08-09 11:27:25,1996-01-28,M,Medellín,Antioquia,71.0
38326,2019-08-09 16:47:48,1992-10-20,M,Medellín,Antioquia,81.0
38433,2019-08-13 13:54:38,1988-08-27,F,Envigado,Antioquia,40.0
38499,2019-08-15 09:35:56,,F,Bucaramanga,Santander,59.0
38511,2019-08-15 16:45:16,1993-04-08,M,Medellín,Antioquia,65.0
38523,2019-08-16 10:50:39,1996-01-31,M,Bogotá D.C.,,73.0
38856,2019-08-28 09:11:39,1997-01-17,F,Medellín,Antioquia,100.0
38927,2019-08-29 08:42:58,1998-08-05,M,Bogotá D.C.,Cundinamarca,83.0
39173,2019-08-30 07:42:43,1983-01-04,M,Itagui,Antioquia,99.0
39420,2019-09-04 16:09:00,1976-11-13,F,Envigado,Antioquia,100.0
39508,2019-09-10 22:57:00,1995-07-19,M,Medellín,Antioquia,42.0
39578,2019-09-18 11:58:18,1989-11-22,M,,,58.0
39589,2019-09-19 12:57:17,1984-07-23,M,Medellín,Antioquia,94.0
39665,2019-09-25 09:52:38,1971-01-04,M,Medellín,Antioquia,91.0
39706,2019-09-27 09:18:30,1982-11-29,M,Bogotá D.C.,,47.0
